,Unnamed: 0.1,Unnamed: 0,date,open,close,high,low,volumme
132,132.0,132.0,2018-10-30,52.21,51.91,52.21,51.91,0
133,133.0,133.0,2018-10-31,52.06,52.03,52.06,52.03,1000
134,134.0,134.0,2018-11-01,52.59,52.59,52.59,52.59,0
135,135.0,135.0,2018-11-02,54.84,54.13,54.84,54.13,0
136,136.0,136.0,2018-11-05,54.47,54.26,54.47,54.26,0
137,137.0,137.0,2018-11-06,54.58,54.31,54.58,54.31,0
138,138.0,138.0,2018-11-07,54.37,54.37,54.37,54.37,0
139,139.0,139.0,2018-11-08,54.13,54.27,54.27,54.13,0
140,140.0,140.0,2018-11-09,54.03,53.12,54.03,53.12,0
141,141.0,141.0,2018-11-12,52.88,52.4,52.88,52.4,0
142,142.0,142.0,2018-11-13,52.54,52.33,52.54,52.33,0
143,143.0,143.0,2018-11-14,51.69,52.36,52.36,51.69,0
144,144.0,144.0,2018-11-15,53.35,53.4,53.4,53.35,0
145,145.0,145.0,2018-11-16,53.95,54.78,54.78,53.95,0
146,146.0,146.0,2018-11-19,54.75,55.2,55.2,54.75,0
147,147.0,147.0,2018-11-20,54.68,54.46,54.68,54.46,0
148,148.0,148.0,2018-11-21,54.84,55.94,55.94,54.84,0
149,149.0,149.0,2018-11-22,56.21,56.21,56.21,56.21,0
150,150.0,150.0,2018-11-23,55.04,55.04,55.04,55.04,0
151,151.0,151.0,2018-11-26,55.51,55.42,55.51,55.42,0
152,152.0,152.0,2018-11-27,54.71,53.67,54.71,53.67,0
153,153.0,153.0,2018-11-28,53.7,53.79,53.79,53.7,0
154,154.0,154.0,2018-11-29,55.25,54.98,55.25,54.98,0
155,155.0,155.0,2018-11-30,54.74,54.29,54.74,54.29,0
156,156.0,156.0,2018-12-03,54.55,54.55,54.55,54.55,0
157,157.0,157.0,2018-12-04,55.52,56.03,56.03,55.52,0
158,158.0,158.0,2018-12-05,55.81,55.64,55.81,55.64,0
159,159.0,159.0,2018-12-06,55.56,56.05,56.05,55.56,0
160,160.0,160.0,2018-12-07,56.24,56.75,56.75,56.24,0
161,161.0,161.0,2018-12-10,57.4,58.28,58.37,57.4,1000
162,162.0,162.0,2018-12-11,57.58,57.22,57.58,57.22,0
163,163.0,163.0,2018-12-12,57.19,57.86,57.86,57.19,0
164,164.0,164.0,2018-12-13,58.16,58.02,58.16,58.02,0
165,165.0,165.0,2018-12-14,57.87,57.66,57.87,57.66,0
166,166.0,166.0,2018-12-17,57.17,57.41,57.41,57.17,2000
167,167.0,167.0,2018-12-18,57.86,58.5,58.5,57.86,200
168,168.0,168.0,2018-12-19,58.95,58.36,58.95,58.36,0
169,169.0,169.0,2018-12-20,57.03,57.59,57.59,57.03,1000
170,170.0,170.0,2018-12-21,58.14,58.14,58.14,58.14,0
171,171.0,171.0,2018-12-24,56.83,56.83,56.83,56.83,0
172,172.0,172.0,2018-12-28,59.11,57.81,59.11,57.81,0
173,173.0,173.0,2019-01-02,58.78,58.7,58.78,58.7,0
174,174.0,174.0,2019-01-03,58.95,58.63,58.95,58.63,0
175,175.0,175.0,2019-01-04,59.33,58.44,59.33,58.44,0
176,176.0,176.0,2019-01-07,59.35,58.31,59.35,58.31,0
177,177.0,177.0,2019-01-08,57.83,57.28,57.83,57.28,0
178,178.0,178.0,2019-01-09,57.57,58.34,58.34,57.57,0
179,179.0,179.0,2019-01-10,58.57,58.25,58.57,58.25,0
180,180.0,180.0,2019-01-11,58.78,58.52,58.78,58.52,0
181,181.0,181.0,2019-01-14,58.61,57.84,58.61,57.84,0
182,182.0,182.0,2019-01-15,57.59,56.69,57.59,56.69,0
183,183.0,183.0,2019-01-16,56.5,57.03,57.03,56.5,0
184,184.0,184.0,2019-01-17,56.54,56.74,56.74,56.54,0
185,185.0,185.0,2019-01-18,56.97,56.75,56.97,56.4,2000
186,186.0,186.0,2019-01-21,56.53,56.49,56.53,56.49,0
187,187.0,187.0,2019-01-22,56.28,56.28,56.28,56.28,0
188,188.0,188.0,2019-01-23,56.87,57.04,57.17,56.87,1700
189,189.0,189.0,2019-01-24,56.64,57.05,57.05,56.64,0
190,190.0,190.0,2019-01-25,57.33,58.77,58.77,57.33,0
191,191.0,191.0,2019-01-28,58.79,59.29,59.29,58.79,0
192,192.0,192.0,2019-01-29,59.34,60.35,60.35,59.34,0
193,193.0,193.0,2019-01-30,60.84,60.45,60.84,60.45,0
194,194.0,194.0,2019-01-31,61.38,61.75,61.75,61.38,0
195,195.0,195.0,2019-02-01,62.16,61.41,62.16,61.41,0
196,196.0,196.0,2019-02-04,61.3,61.6,61.6,61.3,1200
197,197.0,197.0,2019-02-05,61.7,61.11,61.7,61.11,0
198,198.0,198.0,2019-02-06,61.81,61.81,61.81,61.81,0
199,199.0,199.0,2019-02-07,60.99,60.81,61.38,60.81,1000
200,200.0,200.0,2019-02-08,60.72,61.29,61.29,60.72,0
201,201.0,201.0,2019-02-11,61.58,61.24,61.58,61.03,1000
202,202.0,202.0,2019-02-12,61.41,60.74,61.41,60.74,0
203,203.0,203.0,2019-02-13,61.12,60.43,61.12,60.43,1000
204,204.0,204.0,2019-02-14,60.19,60.18,60.19,60.18,0
205,205.0,205.0,2019-02-15,60.47,60.34,60.47,60.34,0
206,206.0,206.0,2019-02-18,61.07,61.43,61.43,61.07,0
207,207.0,207.0,2019-02-19,61.36,62.64,62.64,61.36,0
208,208.0,208.0,2019-02-20,63.44,64.51,64.51,63.44,3100
209,209.0,209.0,2019-02-21,64.06,63.13,64.06,63.13,0
210,210.0,210.0,2019-02-22,63.37,63.79,63.79,63.37,1000
211,211.0,211.0,2019-02-25,63.29,62.84,63.29,62.74,4847
212,212.0,212.0,2019-02-26,62.13,61.39,62.13,61.39,0
213,213.0,213.0,2019-02-27,61.38,60.77,61.38,60.77,0
214,214.0,214.0,2019-02-28,60.73,60.58,60.73,60.58,0
215,215.0,215.0,2019-03-01,60.51,60.14,60.51,60.14,0
216,216.0,216.0,2019-03-04,59.56,59.37,59.56,59.37,0
217,217.0,217.0,2019-03-05,59.88,60.08,60.08,59.88,0
218,218.0,218.0,2019-03-06,60.38,59.72,60.38,59.72,0
219,219.0,219.0,2019-03-07,59.8,59.8,59.8,59.8,0
220,220.0,220.0,2019-03-08,60.02,60.52,60.52,60.02,0
221,221.0,221.0,2019-03-11,61.28,60.68,61.28,60.68,2000
222,222.0,222.0,2019-03-12,61.04,61.28,61.28,61.04,0
223,223.0,223.0,2019-03-13,62.11,62.12,62.12,62.11,0
224,224.0,224.0,2019-03-14,62.07,60.82,62.07,60.82,1000
225,225.0,225.0,2019-03-15,61.42,61.17,61.42,61.17,0
226,226.0,226.0,2019-03-18,61.34,60.94,61.34,60.94,0
227,227.0,227.0,2019-03-19,61.04,61.34,61.34,61.04,0
228,228.0,228.0,2019-03-20,60.53,59.8,60.78,59.8,1809
229,229.0,229.0,2019-03-21,61.4,61.4,61.4,61.4,0
230,230.0,230.0,2019-03-22,62.45,62.36,62.45,62.25,1000
231,231.0,231.0,2019-03-25,64.17,64.17,64.17,64.17,0
232,232.0,232.0,2019-03-26,63.91,64.19,64.19,63.91,0
233,233.0,233.0,2019-03-27,64.51,63.79,64.51,63.79,0
234,234.0,234.0,2019-03-28,63.91,62.16,63.91,62.16,0
235,235.0,235.0,2019-03-29,63.33,63.33,63.33,63.33,0
236,236.0,236.0,2019-04-01,62.6,62.12,62.6,62.12,0
237,237.0,237.0,2019-04-02,61.75,62.05,62.05,61.75,0
238,238.0,238.0,2019-04-03,62.4,62.1,62.4,62.1,0
239,239.0,239.0,2019-04-04,61.97,61.88,61.97,61.88,0
240,240.0,240.0,2019-04-05,62.7,62.5,62.7,62.5,0
241,241.0,241.0,2019-04-08,62.97,62.95,62.97,62.95,0
242,242.0,242.0,2019-04-09,63.25,63.17,63.25,63.17,0
243,243.0,243.0,2019-04-10,63.72,63.5,63.72,63.5,0
244,244.0,244.0,2019-04-11,63.2,62.39,63.2,62.39,0
245,245.0,245.0,2019-04-12,62.42,62.65,62.65,62.42,0
246,246.0,246.0,2019-04-15,62.21,62.45,62.45,62.21,0
247,247.0,247.0,2019-04-16,62.57,61.52,62.57,61.52,1000
248,248.0,248.0,2019-04-17,61.71,61.27,61.71,61.27,0
249,249.0,249.0,2019-04-18,60.69,60.44,60.86,60.44,1000
250,250.0,250.0,2019-04-23,59.19,58.67,59.19,58.67,0
251,251.0,251.0,2019-04-24,58.4,58.97,58.97,58.4,0
252,252.0,252.0,2019-04-25,58.46,58.4,58.75,58.4,1000
253,253.0,253.0,2019-04-26,58.56,59.43,59.43,58.56,0
254,254.0,254.0,2019-04-29,59.25,58.33,59.25,58.33,0
255,255.0,255.0,2019-04-30,58.14,58.61,58.61,58.14,0
256,256.0,256.0,2019-05-02,57.27,57.33,57.33,57.27,0
257,257.0,257.0,2019-05-03,56.99,57.57,57.57,56.99,0
258,258.0,258.0,2019-05-06,57.28,57.28,57.28,57.28,0
259,259.0,259.0,2019-05-07,57.19,57.54,57.54,57.19,0
260,260.0,260.0,2019-05-08,57.38,57.38,57.38,57.38,0
261,261.0,261.0,2019-05-09,57.52,57.52,57.52,57.52,0
262,262.0,262.0,2019-05-10,57.31,56.95,57.31,56.95,0
263,263.0,263.0,2019-05-13,56.79,57.81,57.81,56.79,0
264,264.0,264.0,2019-05-14,58.39,57.76,58.39,57.76,0
265,265.0,265.0,2019-05-15,58.44,58.39,58.44,58.39,0
266,266.0,266.0,2019-05-16,58.56,57.52,58.56,57.52,0
267,267.0,267.0,2019-05-17,58.05,57.96,58.05,57.96,0
268,268.0,268.0,2019-05-20,58.86,58.86,58.86,58.86,0
269,269.0,269.0,2019-05-21,58.39,58.4,58.4,58.39,0
270,270.0,270.0,2019-05-22,58.4,58.23,58.4,58.23,0
271,271.0,271.0,2019-05-23,57.92,58.92,58.92,57.92,0
272,272.0,272.0,2019-05-24,58.21,58.21,58.21,58.21,0
273,273.0,273.0,2019-05-27,58.6,58.3,58.6,58.3,1
274,274.0,274.0,2019-05-28,58.24,58.31,58.31,58.24,0
275,275.0,275.0,2019-05-29,58.25,58.25,58.25,58.25,0
276,276.0,276.0,2019-05-30,58.16,58.75,58.75,58.16,0
277,277.0,277.0,2019-05-31,59.37,59.37,59.37,59.37,0
278,278.0,278.0,2019-06-03,62.81,62.81,62.81,62.81,0
279,279.0,279.0,2019-06-04,63.97,63.18,63.97,63.18,0
280,280.0,280.0,2019-06-05,64.15,64.15,64.15,64.15,0
281,281.0,281.0,2019-06-06,65.05,64.92,65.05,64.92,0
282,282.0,282.0,2019-06-07,65.42,65.41,65.42,65.41,0
283,283.0,283.0,2019-06-10,64.2,64.2,64.2,64.2,0
284,284.0,284.0,2019-06-11,64.89,65.11,65.11,64.89,0
285,285.0,285.0,2019-06-12,65.59,66.17,66.17,65.59,0
286,286.0,286.0,2019-06-13,66.39,66.39,66.39,66.39,0
287,287.0,287.0,2019-06-14,67.67,67.48,67.67,67.48,0
288,288.0,288.0,2019-06-17,66.86,66.76,66.86,66.58,1000
289,289.0,289.0,2019-06-18,67.43,67.39,67.43,67.39,0
290,290.0,290.0,2019-06-19,67.55,67.55,67.55,67.55,0
291,291.0,291.0,2019-06-21,71.6,71.03,71.6,71.03,1000
292,292.0,292.0,2019-06-24,72.32,73.6,73.6,72.32,1000
293,293.0,293.0,2019-06-25,74.92,73.36,75.35,73.36,1000
294,294.0,294.0,2019-06-26,72.23,73.11,73.11,72.01,1000
295,295.0,295.0,2019-06-27,73.01,72.11,73.01,72.11,1000
296,296.0,296.0,2019-06-28,73.08,73.04,73.08,73.04,0
297,297.0,297.0,2019-07-01,71.03,71.03,71.03,71.03,0
298,298.0,298.0,2019-07-02,71.58,72.28,72.28,71.58,1000
299,299.0,299.0,2019-07-03,73.67,73.2,73.67,73.2,0
300,300.0,300.0,2019-07-04,73.37,73.43,73.43,73.37,0
301,301.0,301.0,2019-07-05,73.49,72.17,73.49,72.17,1000
302,302.0,302.0,2019-07-08,73.0,72.78,73.44,72.78,1000
303,303.0,303.0,2019-07-09,72.87,73.18,73.18,72.87,0
304,304.0,304.0,2019-07-10,72.87,74.01,74.01,72.87,0
305,305.0,305.0,2019-07-11,75.07,74.68,75.37,74.68,1000
306,306.0,306.0,2019-07-12,74.52,74.2,74.52,74.2,0
307,307.0,307.0,2019-07-15,74.72,74.44,74.72,74.44,0
308,308.0,308.0,2019-07-16,74.54,74.35,74.54,74.35,0
309,309.0,309.0,2019-07-17,73.95,75.54,75.54,73.95,0
310,310.0,310.0,2019-07-18,75.38,76.82,76.82,75.38,0
311,311.0,311.0,2019-07-19,76.96,76.96,76.96,76.96,0
312,312.0,312.0,2019-07-22,77.94,77.94,77.94,77.94,0
313,313.0,313.0,2019-07-23,76.88,76.88,76.88,76.88,0
314,314.0,314.0,2019-07-24,77.88,77.52,78.04,77.52,1000
315,315.0,315.0,2019-07-25,77.66,76.77,77.74,76.77,2000
316,316.0,316.0,2019-07-26,76.84,75.79,76.84,75.79,0
317,317.0,317.0,2019-07-29,76.04,76.2,76.2,76.04,0
318,318.0,318.0,2019-07-30,77.21,76.92,77.21,76.92,0
319,319.0,319.0,2019-07-31,77.22,75.76,77.22,75.76,0
320,320.0,320.0,2019-08-01,75.18,75.18,75.18,75.18,0
321,321.0,321.0,2019-08-02,77.07,77.07,77.07,77.07,0
322,322.0,322.0,2019-08-05,77.84,79.46,79.46,77.84,0
323,323.0,323.0,2019-08-06,78.81,79.79,79.79,78.67,1000
324,324.0,324.0,2019-08-07,80.32,81.92,81.92,80.32,1000
325,325.0,325.0,2019-08-08,81.82,81.7,81.82,81.7,0
326,326.0,326.0,2019-08-09,82.23,82.69,82.69,82.23,0
327,327.0,327.0,2019-08-12,81.15,82.08,82.43,81.15,1000
328,328.0,328.0,2019-08-13,81.54,80.16,81.54,80.16,0
329,329.0,329.0,2019-08-14,79.39,80.63,80.63,79.39,0
330,330.0,330.0,2019-08-15,80.15,79.81,80.66,79.81,130
331,331.0,331.0,2019-08-16,79.9,79.61,79.9,79.61,0
332,332.0,332.0,2019-08-19,79.61,79.52,79.61,79.52,0
333,333.0,333.0,2019-08-20,79.24,80.32,80.32,79.24,0
334,334.0,334.0,2019-08-21,80.18,80.83,80.83,80.18,0
335,335.0,335.0,2019-08-22,80.82,80.65,80.82,80.65,0
336,336.0,336.0,2019-08-23,80.6,83.33,83.33,80.6,0
337,337.0,337.0,2019-08-26,83.69,84.21,84.21,83.69,10
338,338.0,338.0,2019-08-27,83.45,85.49,85.49,83.45,120
339,339.0,339.0,2019-08-28,85.84,85.84,85.84,85.84,0
340,340.0,340.0,2019-08-29,86.18,84.65,86.18,84.65,0
341,341.0,341.0,2019-08-30,84.12,84.77,84.77,84.12,0
342,342.0,342.0,2019-09-02,84.06,84.59,84.59,84.06,0
343,343.0,343.0,2019-09-03,84.29,86.38,86.38,84.29,1500
344,344.0,344.0,2019-09-04,85.19,85.87,85.87,85.19,0
345,345.0,345.0,2019-09-05,86.35,82.89,86.35,82.89,0
346,346.0,346.0,2019-09-06,82.38,82.83,82.83,82.38,0
347,347.0,347.0,2019-09-09,81.06,78.97,81.06,78.97,0
348,348.0,348.0,2019-09-10,78.1,79.02,79.02,78.1,10440
349,349.0,349.0,2019-09-11,79.22,79.22,79.22,79.22,0
350,350.0,350.0,2019-09-12,78.78,79.64,79.64,78.78,0
351,351.0,351.0,2019-09-13,77.82,76.64,77.82,76.64,0
352,352.0,352.0,2019-09-16,78.12,78.22,78.22,78.12,0
353,353.0,353.0,2019-09-17,77.63,80.4,80.4,77.63,0
354,354.0,354.0,2019-09-18,80.15,80.18,80.18,80.15,0
355,355.0,355.0,2019-09-19,79.11,80.24,80.24,79.11,0
356,356.0,356.0,2019-09-20,80.76,80.47,80.76,80.47,0
357,357.0,357.0,2019-09-23,81.52,82.17,82.17,81.52,0
358,358.0,358.0,2019-09-24,82.79,83.23,83.23,82.79,0
359,359.0,359.0,2019-09-25,83.63,81.79,83.63,81.79,0
360,360.0,360.0,2019-09-26,81.55,81.45,81.55,81.45,0
361,361.0,361.0,2019-09-27,80.38,78.49,80.38,78.49,0
362,362.0,362.0,2019-09-30,78.31,76.44,78.31,76.44,1488
363,363.0,363.0,2019-10-01,76.24,77.97,77.97,76.24,0
364,364.0,364.0,2019-10-02,76.62,78.07,78.07,76.62,0
365,365.0,365.0,2019-10-03,77.97,79.28,79.28,77.97,1000
366,366.0,366.0,2019-10-04,78.2,78.82,78.82,78.2,0
367,367.0,367.0,2019-10-07,79.12,79.8,79.8,79.12,0
368,368.0,368.0,2019-10-08,79.21,80.47,80.47,79.21,0
369,369.0,369.0,2019-10-09,80.76,80.1,80.76,80.1,0
370,370.0,370.0,2019-10-10,80.4,79.67,80.4,79.67,0
371,371.0,371.0,2019-10-11,77.56,77.56,77.56,77.56,0
372,372.0,372.0,2019-10-14,77.88,77.88,77.88,77.88,0
373,373.0,373.0,2019-10-15,77.17,76.54,77.17,76.54,0
374,374.0,374.0,2019-10-16,75.83,76.3,76.3,75.83,0
375,375.0,375.0,2019-10-17,76.55,78.33,78.33,76.55,0
376,376.0,376.0,2019-10-18,77.67,77.7,77.7,77.67,0
377,377.0,377.0,2019-10-21,78.18,76.69,78.18,76.69,0
378,378.0,378.0,2019-10-22,76.65,76.42,76.65,76.42,0
379,379.0,379.0,2019-10-23,76.59,77.82,77.82,76.59,0
380,380.0,380.0,2019-10-24,77.11,78.58,78.58,77.11,0
381,381.0,381.0,2019-10-25,79.44,79.63,79.63,79.44,0
382,382.0,382.0,2019-10-28,79.54,77.87,79.54,77.87,0
383,383.0,383.0,2019-10-29,78.05,78.43,78.43,78.05,0
384,384.0,384.0,2019-10-30,77.92,78.71,78.71,77.92,0
385,385.0,385.0,2019-10-31,79.04,80.11,80.11,79.04,0
386,386.0,386.0,2019-11-01,81.11,80.0,81.11,80.0,0
387,387.0,387.0,2019-11-04,79.21,79.21,79.21,79.21,0
388,388.0,388.0,2019-11-05,79.09,76.58,79.09,76.58,0
389,389.0,389.0,2019-11-06,77.42,78.27,78.27,77.42,0
390,390.0,390.0,2019-11-07,78.37,76.04,78.37,76.04,0
391,391.0,391.0,2019-11-08,75.88,75.88,75.88,75.88,0
392,392.0,392.0,2019-11-11,75.74,76.18,76.18,75.74,0
393,393.0,393.0,2019-11-12,75.56,75.26,75.56,75.26,0
394,394.0,394.0,2019-11-13,76.31,77.25,77.25,76.31,0
395,395.0,395.0,2019-11-14,77.27,77.68,77.68,77.27,0
