,Unnamed: 0,date,open,close,high,low,volumme
0,0.0,2023-09-25,69.656,69.656,69.656,69.656,0
1,1.0,2023-09-26,69.174,69.174,69.174,69.174,0
2,2.0,2023-09-27,68.45,68.45,68.45,68.45,1085
3,3.0,2023-09-28,68.165,68.165,68.165,68.165,0
4,4.0,2023-10-02,67.093,67.518,67.518,67.072,1621
5,5.0,2023-10-03,66.98,66.98,66.98,66.98,0
6,6.0,2023-10-04,66.385,66.385,66.385,66.385,0
7,7.0,2023-10-05,67.311,67.311,67.311,67.311,0
8,8.0,2023-10-10,68.409,68.409,68.409,68.409,148
9,9.0,2023-10-11,69.035,69.035,69.035,69.035,403
10,10.0,2023-10-12,69.305,68.433,69.88,68.433,309
11,11.0,2023-10-13,68.562,68.191,68.639,68.163,70
12,12.0,2023-10-16,68.269,68.269,68.269,68.269,0
13,13.0,2023-10-17,68.72,68.72,68.72,68.72,0
14,14.0,2023-10-18,69.229,68.123,69.229,68.091,30
15,15.0,2023-10-19,68.147,67.78,68.147,67.717,29
16,16.0,2023-10-20,67.001,67.062,67.342,67.001,210
17,17.0,2023-10-23,67.012,67.012,67.012,67.012,0
18,18.0,2023-10-31,66.467,66.467,66.467,66.467,1330
19,19.0,2023-11-01,66.236,66.236,66.236,66.236,0
20,20.0,2023-11-06,69.467,68.707,69.467,68.707,979
21,21.0,2023-11-07,68.838,68.838,68.838,68.838,681
22,22.0,2023-11-08,68.215,68.215,68.215,68.215,0
23,23.0,2023-11-09,68.335,68.335,68.335,68.335,0
24,24.0,2023-11-13,68.364,68.364,68.364,68.364,0
25,25.0,2023-11-14,69.094,69.094,69.094,69.094,0
26,26.0,2023-11-16,69.834,69.834,69.834,69.834,0
27,27.0,2023-11-17,70.007,70.007,70.007,70.007,0
28,28.0,2023-11-20,70.354,70.354,70.354,70.354,0
29,29.0,2023-11-21,70.503,70.628,70.628,70.503,110
30,30.0,2023-11-22,70.439,70.993,70.993,70.439,2373
31,31.0,2023-11-23,70.87,70.87,70.87,70.87,0
32,32.0,2023-11-24,70.735,71.234,71.234,70.735,789
33,33.0,2023-11-27,70.962,70.962,70.962,70.962,0
34,34.0,2023-11-29,70.185,70.772,70.965,70.185,139
35,35.0,2023-11-30,71.031,71.159,71.159,71.031,913
36,36.0,2023-12-01,71.251,71.627,71.627,71.251,4
37,37.0,2023-12-04,72.251,72.251,72.251,72.251,0
38,38.0,2023-12-06,71.962,71.962,71.962,71.962,0
39,39.0,2023-12-07,71.685,71.685,71.685,71.685,0
40,40.0,2023-12-08,71.536,71.436,71.863,71.436,332
41,41.0,2023-12-11,71.668,72.057,72.092,71.659,110
42,42.0,2023-12-12,72.289,72.289,72.289,72.289,0
43,43.0,2023-12-13,72.274,72.218,72.274,72.218,139
44,44.0,2023-12-14,74.566,74.137,74.566,74.112,257
45,45.0,2023-12-15,73.772,74.055,74.546,73.772,1881
