,Unnamed: 0.1,Unnamed: 0,date,open,close,high,low,volumme
90,,,2024-03-18 00:00:00,10.841,10.841,10.841,10.841,0
91,,,2024-03-20 00:00:00,10.609,10.609,10.609,10.609,0
92,,,2024-03-22 00:00:00,12.211,12.23,12.23,12.211,167
93,,,2024-03-25 00:00:00,11.801,11.801,11.801,11.801,60
94,,,2024-03-26 00:00:00,12.722,12.449,12.814,12.449,498
95,,,2024-03-27 00:00:00,12.445,12.445,12.445,12.445,50
96,,,2024-03-28 00:00:00,12.927,12.81,12.927,12.81,748
97,,,2024-04-08 00:00:00,11.314,11.314,11.314,11.314,0
98,,,2024-04-15 00:00:00,10.465,10.372,10.465,10.372,108
99,,,2024-04-16 00:00:00,10.106,10.026,10.106,10.026,20890
100,,,2024-04-17 00:00:00,9.35,9.35,9.35,9.35,1940
101,,,2024-04-18 00:00:00,9.6,9.6,9.6,9.6,0
102,,,2024-04-24 00:00:00,11.244,11.244,11.244,11.244,0
103,,,2024-05-03 00:00:00,10.017,10.017,10.017,10.017,0
104,,,2024-05-10 00:00:00,10.407,10.407,10.407,10.407,250
105,,,2024-05-13 00:00:00,10.099,10.099,10.099,10.099,1
106,,,2024-05-14 00:00:00,9.838,9.838,9.838,9.838,1
107,,,2024-05-15 00:00:00,10.008,10.008,10.008,10.008,175
108,,,2024-05-16 00:00:00,10.681,10.681,10.681,10.681,33
109,,,2024-05-17 00:00:00,10.644,10.644,10.644,10.644,0
110,,,2024-05-20 00:00:00,10.907,10.907,10.907,10.907,0
111,,,2024-05-22 00:00:00,11.671,11.671,11.671,11.671,0
112,,,2024-05-29 00:00:00,11.597,11.597,11.597,11.597,0
113,,,2024-05-30 00:00:00,11.352,11.352,11.352,11.352,0
114,,,2024-06-03 00:00:00,11.205,11.205,11.205,11.205,0
115,,,2024-06-05 00:00:00,11.664,11.664,11.664,11.664,0
116,,,2024-06-10 00:00:00,12.209,12.209,12.209,12.209,0
117,,,2024-06-12 00:00:00,12.271,12.271,12.271,12.271,1
118,,,2024-06-13 00:00:00,12.825,12.825,12.825,12.825,0
119,,,2024-06-24 00:00:00,12.639,12.639,12.639,12.639,0
120,,,2024-06-27 00:00:00,13.83,13.83,13.83,13.83,100
121,,,2024-06-28 00:00:00,13.465,13.465,13.465,13.465,100
122,,,2024-07-01 00:00:00,13.595,13.595,13.595,13.595,0
123,,,2024-07-08 00:00:00,13.629,13.629,13.629,13.629,0
124,,,2024-07-11 00:00:00,13.367,13.367,13.367,13.367,0
125,,,2024-07-15 00:00:00,14.099,14.099,14.099,14.099,0
126,,,2024-07-18 00:00:00,14.687,14.687,14.687,14.687,0
127,,,2024-07-22 00:00:00,14.979,14.979,14.979,14.979,0
128,,,2024-07-24 00:00:00,14.608,14.744,14.744,14.608,86
129,,,2024-07-25 00:00:00,13.773,13.682,13.773,13.682,634
130,,,2024-07-26 00:00:00,13.515,13.515,13.515,13.515,53
131,,,2024-07-29 00:00:00,13.753,13.308,13.792,13.308,4423
132,,,2024-07-30 00:00:00,13.13,13.13,13.13,13.13,0
133,,,2024-08-06 00:00:00,10.786,10.648,10.786,10.648,360
134,,,2024-08-07 00:00:00,10.749,10.749,10.749,10.749,0
135,,,2024-08-09 00:00:00,11.0,11.0,11.0,11.0,50
136,,,2024-08-12 00:00:00,10.75,10.75,10.75,10.75,269
137,,,2024-08-13 00:00:00,10.619,10.619,10.619,10.619,0
138,,,2024-09-02 00:00:00,10.427,10.399,10.427,10.39,374
139,,,2024-09-03 00:00:00,10.135,10.135,10.135,10.135,0
140,,,2024-09-16 00:00:00,10.937,10.937,10.937,10.937,0
141,,,2024-09-18 00:00:00,11.03,11.03,11.03,11.03,0
142,,,2024-09-20 00:00:00,11.092,11.05,11.092,11.05,46
